"SCHOOL_YEAR","DATA_LEVEL","PUBLIC_OR_INDEPENDENT","DISTRICT_NUMBER","DISTRICT_NAME","MINCODE","SCHOOL_NAME","NUM_OF_SCHOOLS_IN_DATA_LEVEL","TOTAL_CLASSES","CLASSES_WITH_ED_ASSIST","TOTAL_CLASSES_GREATER_30","AVG_CLASS_SIZE_K","AVG_CLASS_SIZE_1_3","AVG_CLASS_SIZE_4_7","AVG_CLASS_SIZE_8_12"
"2018/2019","SCHOOL LEVEL","BC PUBLIC SCHOOL","062","Sooke","06262035","Colwood Elementary","1","8","6","","    20.0","    21.2","    24.8",""
"2006/2007","SCHOOL LEVEL","BC PUBLIC SCHOOL","062","Sooke","06262036","Crystal View Elementary","1","8","6","","","    21.0","    26.7",""
"2007/2008","SCHOOL LEVEL","BC PUBLIC SCHOOL","062","Sooke","06262036","Crystal View Elementary","1","10","5","","    17.5","    23.4","    29.6",""
"2008/2009","SCHOOL LEVEL","BC PUBLIC SCHOOL","062","Sooke","06262036","Crystal View Elementary","1","10","4","","    17.0","    24.0","    29.5",""
"2009/2010","SCHOOL LEVEL","BC PUBLIC SCHOOL","062","Sooke","06262036","Crystal View Elementary","1","10","3","","    15.0","    23.8","    27.3",""
"2010/2011","SCHOOL LEVEL","BC PUBLIC SCHOOL","062","Sooke","06262036","Crystal View Elementary","1","10","4","","    15.0","    22.1","    28.3",""
"2011/2012","SCHOOL LEVEL","BC PUBLIC SCHOOL","062","Sooke","06262036","Crystal View Elementary","1","10","5","","    19.0","    22.3","    29.0",""
"2012/2013","SCHOOL LEVEL","BC PUBLIC SCHOOL","062","Sooke","06262036","Crystal View Elementary","1","10","3","","    16.5","    23.4","    27.2",""
"2013/2014","SCHOOL LEVEL","BC PUBLIC SCHOOL","062","Sooke","06262036","Crystal View Elementary","1","10","2","","    20.5","    22.5","    26.3",""
"2014/2015","SCHOOL LEVEL","BC PUBLIC SCHOOL","062","Sooke","06262036","Crystal View Elementary","1","10","9","","    18.4","    21.9","    28.1",""
"2015/2016","SCHOOL LEVEL","BC PUBLIC SCHOOL","062","Sooke","06262036","Crystal View Elementary","1","12","12","","    18.9","    21.5","    25.5",""
"2016/2017","SCHOOL LEVEL","BC PUBLIC SCHOOL","062","Sooke","06262036","Crystal View Elementary","1","11","11","","    22.0","    23.5","    28.8",""
"2017/2018","SCHOOL LEVEL","BC PUBLIC SCHOOL","062","Sooke","06262036","Crystal View Elementary","1","11","9","","    20.0","    20.6","    26.0",""
"2018/2019","SCHOOL LEVEL","BC PUBLIC SCHOOL","062","Sooke","06262036","Crystal View Elementary","1","11","9","","    20.0","    20.9","    27.1",""
"2012/2013","SCHOOL LEVEL","BC PUBLIC SCHOOL","062","Sooke","06262037","John Stubbs Elementary","1","21","8","","    18.2","    21.8","    25.5",""
"2013/2014","SCHOOL LEVEL","BC PUBLIC SCHOOL","062","Sooke","06262037","John Stubbs Elementary","1","22","12","","    18.8","    21.2","    24.1",""
"2014/2015","SCHOOL LEVEL","BC PUBLIC SCHOOL","062","Sooke","06262037","John Stubbs Elementary","1","21","8","","    20.4","    21.2","    27.2",""
"2015/2016","SCHOOL LEVEL","BC PUBLIC SCHOOL","062","Sooke","06262037","John Stubbs Elementary","1","18","8","","    18.9","    22.8","    27.0",""
"2016/2017","SCHOOL LEVEL","BC PUBLIC SCHOOL","062","Sooke","06262037","John Stubbs Elementary","1","18","8","","    20.6","    23.2","    28.9",""
"2017/2018","SCHOOL LEVEL","BC PUBLIC SCHOOL","062","Sooke","06262037","John Stubbs Elementary","1","23","4","","    18.5","    20.9","    27.0",""
"2018/2019","SCHOOL LEVEL","BC PUBLIC SCHOOL","062","Sooke","06262037","John Stubbs Elementary","1","23","10","","    20.0","    21.7","    24.0",""
"2015/2016","SCHOOL LEVEL","BC PUBLIC SCHOOL","062","Sooke","06262038","Royal Bay Secondary","1","150","19","11","","","","    24.9"
"2016/2017","SCHOOL LEVEL","BC PUBLIC SCHOOL","062","Sooke","06262038","Royal Bay Secondary","1","140","20","","","","","    23.8"
"2017/2018","SCHOOL LEVEL","BC PUBLIC SCHOOL","062","Sooke","06262038","Royal Bay Secondary","1","172","32","2","","","","    22.8"
"2018/2019","SCHOOL LEVEL","BC PUBLIC SCHOOL","062","Sooke","06262038","Royal Bay Secondary","1","191","24","4","","","","    22.7"
"2006/2007","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363002","Brentwood Elementary","1","17","15","","    19.4","    19.2","    24.9",""
"2007/2008","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363002","Brentwood Elementary","1","16","13","","    20.0","    20.1","    27.0",""
"2008/2009","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363002","Brentwood Elementary","1","16","13","","    19.3","    23.0","    25.2",""
"2009/2010","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363002","Brentwood Elementary","1","16","15","","    20.7","    19.4","    28.3",""
"2010/2011","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363002","Brentwood Elementary","1","16","14","","    14.7","    19.4","    29.3",""
"2011/2012","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363002","Brentwood Elementary","1","15","13","","    19.3","    22.7","    26.3",""
"2012/2013","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363002","Brentwood Elementary","1","15","10","","    18.5","    21.7","    27.9",""
"2013/2014","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363002","Brentwood Elementary","1","14","14","","    19.6","    22.7","    26.2",""
"2014/2015","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363002","Brentwood Elementary","1","14","14","","    18.5","    20.6","    26.6",""
"2015/2016","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363002","Brentwood Elementary","1","12","12","","    18.5","    23.0","    28.0",""
"2016/2017","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363002","Brentwood Elementary","1","13","12","","    21.0","    22.1","    28.3",""
"2017/2018","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363002","Brentwood Elementary","1","15","14","","    18.0","    20.4","    23.4",""
"2018/2019","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363002","Brentwood Elementary","1","15","","","    18.8","    19.2","    24.8",""
"2006/2007","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363003","Cordova Bay Elementary","1","11","9","","    20.5","    22.9","    24.3",""
"2007/2008","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363003","Cordova Bay Elementary","1","12","6","","    19.0","    21.1","    24.2",""
"2008/2009","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363003","Cordova Bay Elementary","1","12","5","","    19.5","    22.3","    22.8",""
"2009/2010","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363003","Cordova Bay Elementary","1","12","6","","    20.0","    22.0","    24.3",""
"2010/2011","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363003","Cordova Bay Elementary","1","12","5","","    21.0","    22.3","    24.0",""
"2011/2012","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363003","Cordova Bay Elementary","1","12","8","","    15.5","    21.8","    26.0",""
"2012/2013","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363003","Cordova Bay Elementary","1","11","7","","    18.0","    23.3","    23.4",""
"2013/2014","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363003","Cordova Bay Elementary","1","11","9","","    20.0","    22.2","    23.6",""
"2014/2015","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363003","Cordova Bay Elementary","1","11","7","","    22.0","    22.4","    24.5",""
"2015/2016","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363003","Cordova Bay Elementary","1","11","8","","    22.0","    23.8","    26.7",""
"2016/2017","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363003","Cordova Bay Elementary","1","11","6","","    17.9","    21.7","    26.6",""
"2017/2018","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363003","Cordova Bay Elementary","1","13","8","","    19.0","    21.1","    23.5",""
"2018/2019","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363003","Cordova Bay Elementary","1","13","7","","    18.5","    21.7","    23.1",""
"2006/2007","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363004","Deep Cove Elementary","1","18","4","","    20.3","    20.3","    24.2",""
"2007/2008","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363004","Deep Cove Elementary","1","17","17","","    19.0","    20.7","    23.7",""
"2008/2009","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363004","Deep Cove Elementary","1","17","4","","    19.0","    20.0","    23.0",""
"2009/2010","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363004","Deep Cove Elementary","1","17","14","","    16.3","    19.3","    27.6",""
"2010/2011","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363004","Deep Cove Elementary","1","17","7","","    16.7","    19.2","    25.2",""
"2011/2012","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363004","Deep Cove Elementary","1","17","4","","    19.7","    18.6","    23.8",""
"2012/2013","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363004","Deep Cove Elementary","1","15","14","","    19.7","    20.9","    22.8",""
"2013/2014","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363004","Deep Cove Elementary","1","14","3","","    19.5","    22.7","    27.8",""
"2014/2015","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363004","Deep Cove Elementary","1","14","4","","    20.1","    22.7","    26.7",""
"2015/2016","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363004","Deep Cove Elementary","1","14","4","","    20.8","    22.1","    25.5",""
"2016/2017","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363004","Deep Cove Elementary","1","14","5","","    21.6","    21.8","    25.0",""
"2017/2018","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363004","Deep Cove Elementary","1","16","7","","    19.0","    19.6","    21.5",""
"2018/2019","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363004","Deep Cove Elementary","1","15","15","","    17.1","    21.2","    22.4",""
"2006/2007","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363007","Keating Elementary","1","20","17","","    20.0","    20.8","    26.0",""
"2007/2008","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363007","Keating Elementary","1","21","16","","    17.0","    21.7","    25.4",""
"2008/2009","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363007","Keating Elementary","1","21","8","","    16.3","    19.8","    24.5",""
"2009/2010","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363007","Keating Elementary","1","20","19","","    13.4","    22.2","    26.4",""
"2010/2011","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363007","Keating Elementary","1","18","8","","    19.7","    21.3","    27.8",""
"2011/2012","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363007","Keating Elementary","1","19","7","","    16.3","    21.1","    26.3",""
"2012/2013","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363007","Keating Elementary","1","17","12","","    18.7","    22.8","    26.9",""
"2013/2014","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363007","Keating Elementary","1","17","12","","    21.2","    22.5","    25.7",""
"2014/2015","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363007","Keating Elementary","1","18","15","","    18.3","    21.6","    27.8",""
"2015/2016","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363007","Keating Elementary","1","18","7","","    21.3","    21.0","    26.4",""
"2016/2017","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363007","Keating Elementary","1","17","7","","    19.6","    22.6","    28.2",""
"2017/2018","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363007","Keating Elementary","1","21","9","","    18.1","    19.7","    20.7",""
"2018/2019","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363007","Keating Elementary","1","21","21","","    18.0","    19.9","    24.0",""
"2006/2007","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363008","Lochside Elementary","1","17","8","","    20.0","    17.7","    27.0",""
"2007/2008","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363008","Lochside Elementary","1","17","","","    20.0","    17.7","    27.0",""
"2008/2009","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363008","Lochside Elementary","1","16","11","","    16.7","    19.5","    25.0",""
"2009/2010","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363008","Lochside Elementary","1","15","11","","    17.7","    19.4","    28.8",""
"2010/2011","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363008","Lochside Elementary","1","15","13","","    21.7","    21.9","    27.8",""
"2011/2012","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363008","Lochside Elementary","1","15","13","","    20.0","    21.5","    28.8",""
"2012/2013","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363008","Lochside Elementary","1","16","11","","    19.3","    22.1","    26.8",""
"2013/2014","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363008","Lochside Elementary","1","16","8","","    20.3","    22.6","    28.4",""
"2014/2015","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363008","Lochside Elementary","1","16","13","","    19.6","    22.4","    27.2",""
"2015/2016","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363008","Lochside Elementary","1","16","10","","    21.7","    23.6","    27.6",""
"2016/2017","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363008","Lochside Elementary","1","17","11","","    20.7","    21.7","    28.0",""
"2017/2018","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363008","Lochside Elementary","1","20","10","","    18.8","    20.5","    22.7",""
"2018/2019","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363008","Lochside Elementary","1","20","","","    19.1","    20.8","    23.3",""
"2006/2007","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363009","McTavish Elementary","1","9","5","","    13.0","    20.5","    26.0",""
"2007/2008","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363009","McTavish Elementary","1","9","7","","    15.5","    21.4","    25.5",""
"2006/2007","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363010","Prospect Lake Elementary","1","11","6","","    11.5","    19.7","    23.9",""
"2007/2008","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363010","Prospect Lake Elementary","1","11","7","","    13.5","    20.2","    26.0",""
"2008/2009","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363010","Prospect Lake Elementary","1","10","6","","    17.0","    21.3","    25.7",""
"2009/2010","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363010","Prospect Lake Elementary","1","9","4","","    20.2","    21.4","    25.3",""
"2010/2011","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363010","Prospect Lake Elementary","1","9","4","","    10.5","    22.3","    24.0",""
"2011/2012","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363010","Prospect Lake Elementary","1","8","6","","    18.0","    20.0","    23.7",""
"2012/2013","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363010","Prospect Lake Elementary","1","7","5","","    15.0","    22.3","    24.7",""
"2013/2014","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363010","Prospect Lake Elementary","1","7","6","","    19.3","    20.2","    23.4",""
"2014/2015","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363010","Prospect Lake Elementary","1","7","6","","    21.1","    20.7","    25.1",""
"2015/2016","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363010","Prospect Lake Elementary","1","8","6","","    18.5","    23.3","    28.5",""
"2016/2017","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363010","Prospect Lake Elementary","1","9","7","","    19.7","    22.6","    26.2",""
"2017/2018","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363010","Prospect Lake Elementary","1","12","7","","    18.0","    18.7","    21.3",""
"2018/2019","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363010","Prospect Lake Elementary","1","12","4","","    19.0","    19.8","    23.9",""
"2008/2009","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363011","Kelset Elementary","1","16","14","","    16.7","    19.8","    26.0",""
"2009/2010","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363011","Kelset Elementary","1","16","15","","    19.7","    20.1","    25.8",""
"2010/2011","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363011","Kelset Elementary","1","15","13","","    19.0","    21.3","    27.8",""
"2011/2012","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363011","Kelset Elementary","1","16","14","","    20.7","    20.6","    27.8",""
"2012/2013","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363011","Kelset Elementary","1","16","16","","    19.0","    22.6","    28.3",""
"2013/2014","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363011","Kelset Elementary","1","16","16","","    22.0","    23.7","    27.8",""
"2014/2015","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363011","Kelset Elementary","1","16","13","","    20.1","    22.7","    27.6",""
"2015/2016","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363011","Kelset Elementary","1","15","6","","    20.6","    23.8","    27.8",""
"2016/2017","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363011","Kelset Elementary","1","16","15","","    20.9","    23.1","    26.6",""
"2017/2018","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363011","Kelset Elementary","1","19","19","","    19.0","    20.0","    23.3",""
"2018/2019","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363011","Kelset Elementary","1","19","18","","    18.3","    20.7","    22.7",""
"2006/2007","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363012","Saanichton Elementary","1","7","6","","    14.0","    20.6","    23.7",""
"2007/2008","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363012","Saanichton Elementary","1","6","5","","    13.0","    20.3","    26.0",""
"2006/2007","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363014","Sidney Elementary","1","17","9","","    20.8","    20.2","    25.1",""
"2007/2008","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363014","Sidney Elementary","1","15","6","","    20.0","    20.3","    25.6",""
"2008/2009","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363014","Sidney Elementary","1","14","7","","    20.5","    20.4","    26.2",""
"2009/2010","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363014","Sidney Elementary","1","14","7","","    19.5","    21.7","    25.2",""
"2010/2011","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363014","Sidney Elementary","1","13","7","","    22.0","    19.4","    27.3",""
"2011/2012","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363014","Sidney Elementary","1","13","6","","    20.5","    19.6","    24.0",""
"2012/2013","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363014","Sidney Elementary","1","13","8","","    16.0","    20.6","    25.3",""
"2013/2014","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363014","Sidney Elementary","1","12","11","","    22.0","    23.3","    26.8",""
"2014/2015","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363014","Sidney Elementary","1","13","12","","    20.4","    21.8","    26.3",""
"2015/2016","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363014","Sidney Elementary","1","13","13","","    21.4","    21.0","    28.3",""
"2016/2017","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363014","Sidney Elementary","1","13","13","","    20.4","    21.1","    25.5",""
"2017/2018","SCHOOL LEVEL","BC PUBLIC SCHOOL","063","Saanich","06363014","Sidney Elementary","1","16","15","","    17.0","    19.1","    21.7",""
