District Number,School Code,School Name,Address,City,Province,Postal Code,Principal Title,Principal First name,Principal Last Name,Type,Grade Range,School Category,Funding Group(s),NLC: Early Learning,NLC: Afterschool,NLC: Cont. Ed.,NLC: Seniors,NLC: Comm. Sport,NLC: Comm. Use,NLC: Integr. Svcs.,Phone,Fax,Email,Enrolment Total,Enrolment As Of,KH Enrolment,KF Enrolment,HS Registration,SU Enrolment,EU Enrolment,Grade 1 Enrolment,Grade 2 Enrolment,Grade 3 Enrolment,Grade 4 Enrolment,Grade 5 Enrolment,Grade 6 Enrolment,Grade 7 Enrolment,Grade 8 Enrolment,Grade 9 Enrolment,Grade 10 Enrolment,Grade 11 Enrolment,Grade 12 Enrolment
043,04343081,Ecole Maillard Middle,1300 Rochester Ave,Coquitlam                     ,BC             ,V3K 2X5,Mr,Tristan,McCutcheon,Standard School                         ,6-8,Public School,,no,no,no,no,no,no,no,604 931-3574,604 931-4514,tmccutcheon@sd43.bc.ca                                                                              ,411,September 30 2018,0,0,0,0,0,0,0,0,0,0,139,147,125,0,0,0,0
043,04343091,Ecole Maple Creek Middle,3700 Hastings St,Port Coquitlam                ,BC             ,V3B 5K7,Mr,Andrew,Graham,Standard School                         ,6-8,Public School,,no,no,no,no,no,no,no,604 464-8581,604 461-7832,agraham@sd43.bc.ca                                                                                  ,585,September 30 2018,0,0,0,0,0,0,0,0,0,0,203,186,196,0,0,0,0
061,06161046,Ecole Marigold School,3751 Grange Rd,Victoria                      ,BC             ,V8Z 4T2,Mr,Dwayne,Doyle,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,250 479-8256,250 744-3187,ddoyle@sd61.bc.ca                                                                                   ,297,September 30 2018,0,50,0,0,0,35,58,47,47,60,0,0,0,0,0,0,0
041,04141037,Ecole Marlborough Elementary,6060 Marlborough Ave,Burnaby                       ,BC             ,V5H 3L7,Ms,Karen,Floyd,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,604 296-9021,604 664-8564,karen.floyd@burnabyschools.ca,925,September 30 2018,0,105,0,0,0,124,127,97,114,110,133,115,0,0,0,0,0
043,04343036,Ecole Mary Hill Elementary,1890 Humber Cres,Port Coquitlam                ,BC             ,V3C 2V7,Ms,LISA,SALLOUM,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,604 942-0264,604 942-3157,lsalloum@sd43.bc.ca                                                                                 ,309,September 30 2018,0,53,0,0,0,48,45,43,66,54,0,0,0,0,0,0,0
043,04343084,Ecole Montgomery Middle,1900 Edgewood Ave,Coquitlam                     ,BC             ,V3K 2Y1,Ms,Sarah,Husband,Standard School                         ,6-8,Public School,,no,no,no,no,no,no,no,604 939-7367,604 937-8046,shusband@sd43.bc.ca                                                                                 ,390,September 30 2018,0,0,0,0,0,0,0,0,0,0,181,100,109,0,0,0,0
043,04343086,Ecole Moody Middle,3115 St. Johns St,Port Moody                    ,BC             ,V3H 2C6,Mr,Mark,Clay,Standard School                         ,6-8,Public School,,no,no,no,no,no,no,no,604 461-7384,604 937-8047,mclay@sd43.bc.ca                                                                                    ,366,September 30 2018,0,0,0,0,0,0,0,0,0,0,131,125,110,0,0,0,0
079,07979046,Ecole Mount Prevost Elementary,6177 Somenos Rd,Duncan                        ,BC             ,V9L 4E7,Mr,Ian,Zibin,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,250 746-7187,250 746-8715,izibin@sd79.bc.ca                                                                                   ,456,September 30 2018,0,50,0,0,0,53,56,66,60,66,59,46,0,0,0,0,0
082,08288020,Ecole Mountainview,3505 Bailey St,Terrace                       ,BC             ,V8G 5P5,Mr,Eric,Gearey,Standard School                         ,K-6,Public School,,yes,yes,no,no,yes,no,no,250 635-3115,888 456-3464,eric.gearey@cmsd.bc.ca                                                                              ,198,September 30 2018,0,46,0,0,0,30,34,33,11,26,18,0,0,0,0,0,0
043,04343047,Ecole Nestor Elementary,1266 Nestor St,Coquitlam                     ,BC             ,V3E 2A4,Ms,Tamara,Banks,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,604 464-9422,604 464-8257,tbanks@sd43.bc.ca                                                                                   ,420,September 30 2018,0,70,0,0,0,71,66,69,68,76,0,0,0,0,0,0,0
043,04343048,Ecole Panorama Heights Elementary,1455 Johnson St,Coquitlam                     ,BC             ,V3E 2T1,Ms,Wendy,Yu,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,604 944-4840,604 944-7629,wyu@sd43.bc.ca                                                                                      ,466,September 30 2018,0,71,0,0,0,80,69,85,91,70,0,0,0,0,0,0,0
045,04545065,Ecole Pauline Johnson Elementary,1150 22nd St,West Vancouver                ,BC             ,V7V 4C4,Mme,Tara,Zielinski,Standard School                         ,K-7,Public School,,yes,yes,no,no,no,yes,no,604 981-1225,604 981-1226,tzielinski@wvschools.ca                                                                             ,378,September 30 2018,0,60,1,0,0,43,43,44,39,37,56,56,0,0,0,0,0
072,07272014,Ecole Phoenix Middle,400 7th Ave,Campbell River                ,BC             ,V9W 3Z9,Mr,Gregory,Johnson,Standard School                         ,6-8,Public School,,no,no,no,no,no,no,no,250 287-8346,250 287-2302,phoenix@sd72.bc.ca                                                                                  ,613,September 30 2018,0,0,0,0,0,0,0,0,0,0,219,194,200,0,0,0,0
043,04343082,Ecole Pitt River Middle,2070 Tyner St,Port Coquitlam                ,BC             ,V3C 2Z1,Mr,Steve,Roos,Standard School                         ,6-8,Public School,,no,yes,no,no,yes,yes,no,604 942-0267,604 937-8048,sroos@sd43.bc.ca                                                                                    ,486,September 30 2018,0,0,0,0,0,0,0,0,0,0,167,145,174,0,0,0,0
062,06262034,Ecole Poirier Elementary,PO Box 940,Sooke                         ,BC             ,V9Z 1H9,Ms,Teresa,Vally,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,250 642-0500,250 642-5115,tvally@sd62.bc.ca                                                                                   ,387,September 30 2018,0,69,0,0,0,60,58,60,77,63,0,0,0,0,0,0,0
043,04343053,Ecole Porter Street Elementary,728 Porter St,Coquitlam                     ,BC             ,V3J 5B4,Mr,Derek,Passaglia,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,604 936-4296,604 937-8033,dpassaglia@sd43.bc.ca                                                                               ,367,September 30 2018,0,59,0,0,0,55,60,62,66,65,0,0,0,0,0,0,0
071,07171071,Ecole Puntledge Park Elementary,401 Willemar Ave,Courtenay                     ,BC             ,V9N 3L3,Mr,Leblanc,Stephane,Standard School                         ,"K-7, EU",Public School,,no,no,no,no,no,no,no,250 334-4495,250 897-0487,stephane.leblanc@sd71.bc.ca,481,September 30 2018,0,64,0,0,1,56,56,66,65,59,69,45,0,0,0,0,0
040,04040015,Ecole Qayqayt Elementary,85 Merivale St,New Westminster               ,BC             ,V3L 0G2,Ms,Karen,Catherwood,Standard School                         ,K-5,Public School,,yes,yes,no,no,no,yes,no,604 517-6050,604 517-6051,kcatherwood@sd40.bc.ca                                                                              ,512,September 30 2018,0,95,0,0,0,96,79,85,82,75,0,0,0,0,0,0,0
061,06161016,Ecole Quadra Elementary,3031 Quadra St,Victoria                      ,BC             ,V8T 4G2,Mr,Connor,McCoy,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,250 382-8296,250 382-3649,quadra@sd61.bc.ca                                                                                   ,439,September 30 2018,0,84,0,0,0,72,58,74,75,76,0,0,0,0,0,0,0
028,02828016,Ecole Red Bluff Lhtako Elementary,1533 Maple Dr,Quesnel                       ,BC             ,V2J 4A2,Mr,Stephen,Hawkins-Bogle,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,250 747-2634,250 747-5191,stephenhawkinsbogle@sd28.bc.ca,295,September 30 2018,0,33,0,0,0,43,31,46,38,35,38,31,0,0,0,0,0
036,03636059,Ecole Riverdale Elementary,14835 108A Ave,Surrey                        ,BC             ,V3R 1W9,Ms,Leah,Christensen,Standard School                         ,K-7,Public School,,no,yes,no,no,no,no,no,604 588-5978,604 581-6382,riverdale@surreyschools.ca,468,September 30 2018,0,60,0,0,0,61,62,52,56,66,53,58,0,0,0,0,0
043,04343132,Ecole Riverside Secondary,2215 Reeve St,Port Coquitlam                ,BC             ,V3C 6K8,Mr,Jon,Bruneau,Standard School                         ,"9-12, SU",Public School,,no,no,no,no,no,no,no,604 941-6053,604 941-2639,jbruneau@sd43.bc.ca                                                                                 ,1342,September 30 2018,0,0,1,1,0,0,0,0,0,0,0,0,0,316,305,339,381
071,07171050,Ecole Robb Road,1909 Robb Ave,Comox                         ,BC             ,V9M 2C9,Mr,Kyle,Timms,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,250 339-6864,250 339-6871,kyle.timms@sd71.bc.ca                                                                               ,470,September 30 2018,0,58,0,0,0,58,70,57,46,67,62,52,0,0,0,0,0
043,04343055,Ecole Rochester Elementary,411 Schoolhouse St,Coquitlam                     ,BC             ,V3K 4Y7,Mr,John,Goheen,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,604 939-4624,604 939-5197,jgoheen@sd43.bc.ca                                                                                  ,364,September 30 2018,0,56,0,0,0,60,58,59,76,55,0,0,0,0,0,0,0
036,03636215,Ecole Salish Secondary,7278 184 St,Surrey                        ,BC             ,V4N 5V2,Ms,Sheila,Hammond,Standard School                         ,8-11,Public School,,no,no,no,no,no,no,no,604 235-9836,778 547-9487,salish@surreyschools.ca                                                                             ,825,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,240,198,198,189,0
041,04141046,Ecole Seaforth Elementary,7881 Government Rd,Burnaby                       ,BC             ,V5A 2C9,Ms,Shairoz,Merani,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,604 296-9028,,shairoz.merani@burnabyschools.ca,473,September 30 2018,0,57,1,0,0,59,61,50,58,68,61,59,0,0,0,0,0
069,06969012,Ecole Secondaire Ballenas Secondary,135 Pym Street,Parksville                    ,BC             ,V9P 1G4,Mr,Rudy,Terpstra,Standard School                         ,"8-12, SU",Public School,,no,no,yes,no,no,no,no,250 248-5721,250 954-1531,rterpstr@sd69.bc.ca                                                                                 ,944,September 30 2018,0,0,1,102,0,0,0,0,0,0,0,0,171,153,192,151,175
048,04848011,Ecole Squamish Elementary,PO Box 1040 STN Main,Squamish                      ,BC             ,V8B 0A7,Ms,Ji Ai,Cho,Standard School                         ,K-6,Public School,,no,no,no,no,no,no,no,604 892-9307,604 892-5512,jcho@sd48.bc.ca                                                                                     ,400,September 30 2018,0,56,0,0,0,70,52,56,58,53,55,0,0,0,0,0,0
043,04343070,Ecole Westwood Elementary,3610 Hastings St,Port Coquitlam                ,BC             ,V3B 4N6,Ms,Bryn,Williams,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,604 464-2421,604 937-6872,bwilliams@sd43.bc.ca                                                                                ,195,September 30 2018,0,42,0,0,0,24,26,27,34,42,0,0,0,0,0,0,0
072,07272097,Ecole Willow Point Elementary,250 Larwood Rd,Campbell River                ,BC             ,V9W 1S4,Ms,Louise,Guevremont,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,250 923-4311,250 923-4157,willowpoint@sd72.bc.ca                                                                              ,248,September 30 2018,0,34,0,0,0,43,44,34,43,50,0,0,0,0,0,0,0
061,06161021,Ecole Willows Elementary,2290 Musgrave St,Victoria                      ,BC             ,V8R 5Y2,Ms,Brenna,O'Connor,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,250 592-2486,250 592-3964,boconnor@sd61.bc.ca                                                                                 ,600,September 30 2018,0,85,0,0,0,100,98,106,108,103,0,0,0,0,0,0,0
033,03399056,Ed. Ctr Academic Upgrading,8855 Elm Dr,Chilliwack                    ,BC             ,V2P 4Y8,Mr,Sean,Wicker,Alternate Programs                      ,"9, SU",Public School,,no,no,no,no,no,no,no,604 792-9277,604 792-4094,sean_wicker@sd33.bc.ca                                                                              ,203,September 30 2018,0,0,0,202,0,0,0,0,0,0,0,0,0,1,0,0,0
047,04747010,Edgehill Elementary,7312 Abbotsford St,Powell River                  ,BC             ,V8A 2G5,Mr,Ian,Landy,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,604 485-6164,604 485-4693,ian.landy@sd47.bc.ca                                                                                ,214,September 30 2018,0,31,0,0,0,20,29,25,24,32,20,33,0,0,0,0,0
006,00604011,Edgewater Elementary,PO Box 69,Edgewater                     ,BC             ,V0A 1E0,Mr,Darryl,Turner,Standard School                         ,K-7,Public School,,yes,no,no,no,no,no,no,250 347-9543,250 342-6966,darryl.turner@sd6.bc.ca                                                                             ,126,September 30 2018,0,20,0,0,0,14,12,18,16,17,12,17,0,0,0,0,0
010,01010003,Edgewood Elementary,PO Box 129,Edgewood                      ,BC             ,V0G 1J0,Mr,Laurie,Bryce,Standard School                         ,K-7,Public School,,yes,no,no,no,no,yes,no,250 265-3638,250 269-7633,lbryce@sd57.bc.ca                                                                                   ,13,September 30 2018,0,1,0,0,0,1,1,1,1,0,6,2,0,0,0,0,0
057,05757104,Edgewood Elementary,4440 Craig Dr,Prince George                 ,BC             ,V2K 3P5,Ms,Laurie,Bryce,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,250 562-5381,250 562-4204,lbryce@sd57.bc.ca                                                                                   ,210,September 30 2018,0,29,0,0,0,19,35,25,32,25,25,20,0,0,0,0,0
039,03939071,Edith Cavell Elementary,500 20th Ave W,Vancouver                     ,BC             ,V5Z 1X7,Ms,Lori,Prodan,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,604 713-4932,604 713-4934,lprodan@vsb.bc.ca                                                                                   ,327,September 30 2018,0,39,0,0,0,44,44,44,48,48,26,34,0,0,0,0,0
042,04242039,Edith McDermott Elementary,12178 Bonson Rd,Pitt Meadows                  ,BC             ,V3Y 2L5,Mr,Alan,Millar,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,604 460-9993,604 460-9983,alan_millar@sd42.ca                                                                                 ,340,September 30 2018,0,31,0,0,0,55,41,53,33,53,40,34,0,0,0,0,0
041,04141008,Edmonds Community Elementary,7651 18th Ave,Burnaby                       ,BC             ,V3N 1J1,Mr,Sean,Gaster,Standard School                         ,K-7,Public School,,yes,yes,yes,yes,yes,yes,yes,604 296-9012,604 296-9058,sean.gaster@burnabyschools.ca,281,September 30 2018,0,33,0,0,0,33,51,32,31,26,42,33,0,0,0,0,0
