District Number,School Code,School Name,Address,City,Province,Postal Code,Principal Title,Principal First name,Principal Last Name,Type,Grade Range,School Category,Funding Group(s),NLC: Early Learning,NLC: Afterschool,NLC: Cont. Ed.,NLC: Seniors,NLC: Comm. Sport,NLC: Comm. Use,NLC: Integr. Svcs.,Phone,Fax,Email,Enrolment Total,Enrolment As Of,KH Enrolment,KF Enrolment,HS Registration,SU Enrolment,EU Enrolment,Grade 1 Enrolment,Grade 2 Enrolment,Grade 3 Enrolment,Grade 4 Enrolment,Grade 5 Enrolment,Grade 6 Enrolment,Grade 7 Enrolment,Grade 8 Enrolment,Grade 9 Enrolment,Grade 10 Enrolment,Grade 11 Enrolment,Grade 12 Enrolment,full_addr,full_addr_parsed,lat,lng,SCHOOL_YEAR,DISTRICT_NUMBER,DISTRICT_NAME,BOARDOFFICE_PHYSICAL_ADDRESS,DISTRICT_CITY,DISTRICT_PROVINCE,DISTRICT_POSTAL_CODE,DISTRICT_PHONE_NUMBER,DISTRICT_WEBSITE,X,Y
33,3333042,Greendale Elementary,6621 Sumas Prairie Rd,Chilliwack                    ,BC             ,V2R 4K1,Mr,Noel,Sharman,Standard School                         ,K-5,Public School,,no,yes,no,no,yes,yes,no,604 823-6738,604 823-4582,greendale@sd33.bc.ca                                                                                ,153,September 30 2018,0,24,0,0,0,30,26,24,27,22,0,0,0,0,0,0,0,6621 Sumas Prairie Rd Chilliwack BC V2R 4K1,6621+Sumas+Prairie+Rd+Chilliwack+BC+V2R+4K1,49.1219191,-122.0459984,2018/19,33,Chilliwack,8430 Cessna Dr,Chilliwack,BC,V2P7K4,604 792-1321,http://www.sd33.bc.ca                                                                               ,-121.9454115,49.1556137
33,3333044,GW Graham Secondary,45955 Thomas Rd,Chilliwack                    ,BC             ,V2R 0B5,Mr,Chuck,Lawson,Standard School                         ,8-12,Public School,,no,no,no,no,no,no,no,604 847-0772,604 824-0711,gwg@sd33.bc.ca                                                                                      ,1221,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,174,316,335,168,228,45955 Thomas Rd Chilliwack BC V2R 0B5,45955+Thomas+Rd+Chilliwack+BC+V2R+0B5,49.107351,-121.953062,2018/19,33,Chilliwack,8430 Cessna Dr,Chilliwack,BC,V2P7K4,604 792-1321,http://www.sd33.bc.ca                                                                               ,-121.9454115,49.1556137
33,3396251,Highroad Academy,46641 Chilliwack Central Rd,Chilliwack                    ,BC             ,V2P 1K3,Mr,Stuart,Morris,Standard School                         ,K-12,Independent School,1.0,no,no,no,no,no,no,no,604 792-4680,604 792-2465,smorris@highroadacademy.com,435,September 30 2018,18,19,0,0,0,40,46,33,34,39,33,38,31,18,35,23,28,46641 Chilliwack Central Rd Chilliwack BC V2P 1K3,46641+Chilliwack+Central+Rd+Chilliwack+BC+V2P+1K3,49.1624619,-121.9330731,2018/19,33,Chilliwack,8430 Cessna Dr,Chilliwack,BC,V2P7K4,604 792-1321,http://www.sd33.bc.ca                                                                               ,-121.9454115,49.1556137
33,3396192,John Calvin School,4268 Stewart Rd,Chilliwack                    ,BC             ,V2R 5G2,Mr,Michael,Raap,Standard School                         ,K-7,Independent School,1.0,no,no,no,no,no,no,no,604 823-6814,604 823-6791,office@jcss.ca                                                                                      ,280,September 30 2018,41,0,0,0,0,47,42,32,31,38,25,24,0,0,0,0,0,4268 Stewart Rd Chilliwack BC V2R 5G2,4268+Stewart+Rd+Chilliwack+BC+V2R+5G2,49.079093,-122.067332,2018/19,33,Chilliwack,8430 Cessna Dr,Chilliwack,BC,V2P7K4,604 792-1321,http://www.sd33.bc.ca                                                                               ,-121.9454115,49.1556137
33,3333016,Little Mountain Elementary,9900 Carleton St,Chilliwack                    ,BC             ,V2P 6E1,Ms,Nicole,Driscoll,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,604 792-0681,604 792-4583,nicole_driscoll@sd33.bc.ca,330,September 30 2018,0,51,0,0,0,51,55,57,52,64,0,0,0,0,0,0,0,9900 Carleton St Chilliwack BC V2P 6E1,9900+Carleton+St+Chilliwack+BC+V2P+6E1,49.1810384,-121.9298556,2018/19,33,Chilliwack,8430 Cessna Dr,Chilliwack,BC,V2P7K4,604 792-1321,http://www.sd33.bc.ca                                                                               ,-121.9454115,49.1556137
33,3325003,Little Mountain StrongStart Centre,9900 Carleton St,Chilliwack                    ,BC             ,V2P 6E5,,,,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,604 793-0789,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9900 Carleton St Chilliwack BC V2P 6E5,9900+Carleton+St+Chilliwack+BC+V2P+6E5,49.1810384,-121.9298556,2018/19,33,Chilliwack,8430 Cessna Dr,Chilliwack,BC,V2P7K4,604 792-1321,http://www.sd33.bc.ca                                                                               ,-121.9454115,49.1556137
33,3325098,McCammon StrongStart Centre,9601 Hamilton St,Chilliwack                    ,BC             ,V2P 3X4,Mr,Brad,Driscoll,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,604 795-7000,,brad_driscoll@sd33.bc.ca                                                                            ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9601 Hamilton St Chilliwack BC V2P 3X4,9601+Hamilton+St+Chilliwack+BC+V2P+3X4,49.1770815,-121.9683374,2018/19,33,Chilliwack,8430 Cessna Dr,Chilliwack,BC,V2P7K4,604 792-1321,http://www.sd33.bc.ca                                                                               ,-121.9454115,49.1556137
33,3333028,McCammon Traditional Elementary,9601 Hamilton St,Chilliwack                    ,BC             ,V2P 3X4,Mr,Brad,Driscoll,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,604 795-7000,604 792-6152,brad_driscoll@sd33.bc.ca                                                                            ,257,September 30 2018,0,41,0,0,0,35,44,42,43,52,0,0,0,0,0,0,0,9601 Hamilton St Chilliwack BC V2P 3X4,9601+Hamilton+St+Chilliwack+BC+V2P+3X4,49.1770815,-121.9683374,2018/19,33,Chilliwack,8430 Cessna Dr,Chilliwack,BC,V2P7K4,604 792-1321,http://www.sd33.bc.ca                                                                               ,-121.9454115,49.1556137
33,3396354,Mount Cheam Christian School,48988 Yale Rd East,Chilliwack                    ,BC             ,V4Z 0B2,Mr,Jan,Neels,Standard School                         ,K-12,Independent School,1.0,no,no,no,no,no,no,no,604 794-3072,604 794-3078,jneels@mccs.ca                                                                                      ,366,September 30 2018,0,66,0,0,0,7,31,25,32,39,24,25,33,24,18,23,19,48988 Yale Rd East Chilliwack BC V4Z 0B2,48988+Yale+Rd+East+Chilliwack+BC+V4Z+0B2,49.1766515,-121.8705837,2018/19,33,Chilliwack,8430 Cessna Dr,Chilliwack,BC,V2P7K4,604 792-1321,http://www.sd33.bc.ca                                                                               ,-121.9454115,49.1556137
33,3333038,Mount Slesse Middle School,5871 Tyson Rd,Chilliwack                    ,BC             ,V2R 2R3,Mr,Greg,See,Standard School                         ,6-8,Public School,,no,no,no,no,no,no,no,604 824-7481,604 824-7328,msms@sd33.bc.ca                                                                                     ,798,September 30 2018,0,0,0,0,0,0,0,0,0,0,309,322,167,0,0,0,0,5871 Tyson Rd Chilliwack BC V2R 2R3,5871+Tyson+Rd+Chilliwack+BC+V2R+2R3,49.1091902,-121.977543,2018/19,33,Chilliwack,8430 Cessna Dr,Chilliwack,BC,V2P7K4,604 792-1321,http://www.sd33.bc.ca                                                                               ,-121.9454115,49.1556137
33,3333040,Promontory Heights Community Elementary,46200 Stoneview Dr,Chilliwack                    ,BC             ,V2R 5W8,Mr,Chuck,Bloch,Standard School                         ,K-5,Public School,,no,no,no,no,no,yes,no,604 824-4885,604 824-4891,chuck_bloch@sd33.bc.ca                                                                              ,594,September 30 2018,0,109,0,0,0,89,100,85,120,91,0,0,0,0,0,0,0,46200 Stoneview Dr Chilliwack BC V2R 5W8,46200+Stoneview+Dr+Chilliwack+BC+V2R+5W8,49.1016546,-121.9451962,2018/19,33,Chilliwack,8430 Cessna Dr,Chilliwack,BC,V2P7K4,604 792-1321,http://www.sd33.bc.ca                                                                               ,-121.9454115,49.1556137
33,3333024,Robertson Elementary,46106 Southlands Cres,Chilliwack                    ,BC             ,V2P 1B1,Mrs,Shawna,Petersen,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,604 795-5312,604 795-3553,shawna_petersen@sd33.bc.ca,274,September 30 2018,0,49,0,0,0,56,50,32,42,45,0,0,0,0,0,0,0,46106 Southlands Cres Chilliwack BC V2P 1B1,46106+Southlands+Cres+Chilliwack+BC+V2P+1B1,49.1577306,-121.9476478,2018/19,33,Chilliwack,8430 Cessna Dr,Chilliwack,BC,V2P7K4,604 792-1321,http://www.sd33.bc.ca                                                                               ,-121.9454115,49.1556137
33,3325097,Rosedale StrongStart Program,50850 Yale Road,Rosedale                      ,BC             ,V0X 1X0,,,,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,604 794-7124,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50850 Yale Road Rosedale BC V0X 1X0,50850+Yale+Road+Rosedale+BC+V0X+1X0,49.175012,-121.8181717,2018/19,33,Chilliwack,8430 Cessna Dr,Chilliwack,BC,V2P7K4,604 792-1321,http://www.sd33.bc.ca                                                                               ,-121.9454115,49.1556137
33,3333023,Rosedale Traditional Community,50850 Yale Rd RR 1,Rosedale                      ,BC             ,V0X 1X2,Ms,Paula,Jordan,Standard School                         ,K-8,Public School,,no,no,no,no,no,no,no,604 794-7124,604 794-7872,paula_jordan@sd33.bc.ca                                                                             ,496,September 30 2018,0,27,0,0,0,34,29,33,34,38,97,109,95,0,0,0,0,50850 Yale Rd RR 1 Rosedale BC V0X 1X2,50850+Yale+Rd+RR+1+Rosedale+BC+V0X+1X2,49.17537,-121.817455,2018/19,33,Chilliwack,8430 Cessna Dr,Chilliwack,BC,V2P7K4,604 792-1321,http://www.sd33.bc.ca                                                                               ,-121.9454115,49.1556137
33,3333005,Sardis Elementary,45775 Manuel Rd,Chilliwack                    ,BC             ,V2R 2E6,Mr,Charles,Bloch,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,604 858-7145,604 858-7104,chuck_bloch@sd33.bc.ca                                                                              ,405,September 30 2018,0,70,2,0,0,76,60,67,66,66,0,0,0,0,0,0,0,45775 Manuel Rd Chilliwack BC V2R 2E6,45775+Manuel+Rd+Chilliwack+BC+V2R+2E6,49.1282238,-121.9577179,2018/19,33,Chilliwack,8430 Cessna Dr,Chilliwack,BC,V2P7K4,604 792-1321,http://www.sd33.bc.ca                                                                               ,-121.9454115,49.1556137
33,3333018,Sardis Secondary,45460 Stevenson Rd,Chilliwack                    ,BC             ,V2R 2Z6,Mr,Dan,Heisler,Standard School                         ,"9-12, SU",Public School,,no,no,no,no,no,no,no,604 858-9424,604 858-2195,dan_heisler@sd33.bc.ca                                                                              ,1399,September 30 2018,0,0,0,2,0,0,0,0,0,0,0,0,0,325,269,393,410,45460 Stevenson Rd Chilliwack BC V2R 2Z6,45460+Stevenson+Rd+Chilliwack+BC+V2R+2Z6,49.121438,-121.966955,2018/19,33,Chilliwack,8430 Cessna Dr,Chilliwack,BC,V2P7K4,604 792-1321,http://www.sd33.bc.ca                                                                               ,-121.9454115,49.1556137
33,3396149,St Mary's,8909 Mary St,Chilliwack                    ,BC             ,V2P 4J4,Mrs,Jeanine,Sallos,Standard School                         ,K-7,Independent School,1.0,no,no,no,no,no,no,no,604 792-7715,604 792-7031,tslivinski@saintmarysschool.ca,205,September 30 2018,0,21,0,0,0,22,21,28,27,31,31,24,0,0,0,0,0,8909 Mary St Chilliwack BC V2P 4J4,8909+Mary+St+Chilliwack+BC+V2P+4J4,49.1637947,-121.9625225,2018/19,33,Chilliwack,8430 Cessna Dr,Chilliwack,BC,V2P7K4,604 792-1321,http://www.sd33.bc.ca                                                                               ,-121.9454115,49.1556137
33,3333003,Strathcona Elementary,46375 Strathcona Rd,Chilliwack                    ,BC             ,V2P 3T1,Mr,Jonathan,Ferris,Standard School                         ,K-5,Public School,,yes,no,no,no,no,no,no,604 792-9301,604 792-5645,jonathan_ferris@sd33.bc.ca,345,September 30 2018,0,48,0,0,0,63,49,66,65,54,0,0,0,0,0,0,0,46375 Strathcona Rd Chilliwack BC V2P 3T1,46375+Strathcona+Rd+Chilliwack+BC+V2P+3T1,49.187511,-121.941166,2018/19,33,Chilliwack,8430 Cessna Dr,Chilliwack,BC,V2P7K4,604 792-1321,http://www.sd33.bc.ca                                                                               ,-121.9454115,49.1556137
33,3396209,Timothy Christian School,50420 Castleman Rd,Chilliwack                    ,BC             ,V2P 6H4,Mr,Jacob,Stam,Standard School                         ,K-12,Independent School,1.0,no,no,no,no,no,no,no,604 794-7114,888 794-7114,dstam@timothychristian.ca                                                                           ,282,September 30 2018,0,19,0,0,0,25,18,19,15,17,22,18,19,33,25,21,31,50420 Castleman Rd Chilliwack BC V2P 6H4,50420+Castleman+Rd+Chilliwack+BC+V2P+6H4,49.1899801,-121.829643,2018/19,33,Chilliwack,8430 Cessna Dr,Chilliwack,BC,V2P7K4,604 792-1321,http://www.sd33.bc.ca                                                                               ,-121.9454115,49.1556137
33,3333035,Tyson Elementary,45170 S Sumas Rd,Chilliwack                    ,BC             ,V2R 1W9,Mr,Jim,Edgcombe,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,604 858-2111,604 824-0517,jim_edgcombe@sd33.bc.ca                                                                             ,242,September 30 2018,0,37,0,0,0,33,45,41,44,42,0,0,0,0,0,0,0,45170 S Sumas Rd Chilliwack BC V2R 1W9,45170+S+Sumas+Rd+Chilliwack+BC+V2R+1W9,49.117304,-121.97382,2018/19,33,Chilliwack,8430 Cessna Dr,Chilliwack,BC,V2P7K4,604 792-1321,http://www.sd33.bc.ca                                                                               ,-121.9454115,49.1556137
33,3396181,Unity Christian School,PO Box 371 STN Main,Chilliwack                    ,BC             ,V2P 6J4,Mr,Matthew,Van Muyen,Standard School                         ,K-12,Independent School,1.0,no,no,no,no,no,no,no,604 794-7797,604 794-7667,mvanmuyen@unitychristian.ca,496,September 30 2018,12,24,0,0,0,35,40,37,33,32,45,41,50,48,38,36,25,PO Box 371 STN Main Chilliwack BC V2P 6J4,PO+Box+371+STN+Main+Chilliwack+BC+V2P+6J4,49.171943,-121.9502234,2018/19,33,Chilliwack,8430 Cessna Dr,Chilliwack,BC,V2P7K4,604 792-1321,http://www.sd33.bc.ca                                                                               ,-121.9454115,49.1556137
33,3333029,Unsworth Elementary,5685 Unsworth Rd,Chilliwack                    ,BC             ,V2R 4P5,Mrs,Angela,Utley,Standard School                         ,K-5,Public School,,yes,no,no,no,no,no,no,604 858-4510,604 858-9637,angela_utley@sd33.bc.ca                                                                             ,440,September 30 2018,0,66,0,0,0,63,74,71,71,95,0,0,0,0,0,0,0,5685 Unsworth Rd Chilliwack BC V2R 4P5,5685+Unsworth+Rd+Chilliwack+BC+V2R+4P5,49.105084,-121.9987001,2018/19,33,Chilliwack,8430 Cessna Dr,Chilliwack,BC,V2P7K4,604 792-1321,http://www.sd33.bc.ca                                                                               ,-121.9454115,49.1556137
33,3325222,Unsworth StrongStart Centre,5685 Unsworth Rd,Chilliwack                    ,BC             ,V2R 4P5,,,,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,604 858-4510,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5685 Unsworth Rd Chilliwack BC V2R 4P5,5685+Unsworth+Rd+Chilliwack+BC+V2R+4P5,49.105084,-121.9987001,2018/19,33,Chilliwack,8430 Cessna Dr,Chilliwack,BC,V2P7K4,604 792-1321,http://www.sd33.bc.ca                                                                               ,-121.9454115,49.1556137
33,3333011,Vedder Elementary,45850 Promontory Rd,Chilliwack                    ,BC             ,V2R 5Z5,Mrs,Tracy,Wagner,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,604 858-4759,604 858-8879,tracy_wagner@sd33.bc.ca                                                                             ,394,September 30 2018,0,76,0,0,0,47,61,75,70,65,0,0,0,0,0,0,0,45850 Promontory Rd Chilliwack BC V2R 5Z5,45850+Promontory+Rd+Chilliwack+BC+V2R+5Z5,49.11084169999999,-121.9545584,2018/19,33,Chilliwack,8430 Cessna Dr,Chilliwack,BC,V2P7K4,604 792-1321,http://www.sd33.bc.ca                                                                               ,-121.9454115,49.1556137
33,3333034,Vedder Middle School,45560 South Sumas Rd,Chilliwack                    ,BC             ,V2R 1S3,Mr,Gabe,D'Archangelo,Standard School                         ,6-8,Public School,,no,no,no,no,no,no,no,604 858-7141,,gabe_darchangelo@sd33.bc.ca,803,September 30 2018,0,0,0,0,0,0,0,0,0,0,289,290,224,0,0,0,0,45560 South Sumas Rd Chilliwack BC V2R 1S3,45560+South+Sumas+Rd+Chilliwack+BC+V2R+1S3,49.116698,-121.963516,2018/19,33,Chilliwack,8430 Cessna Dr,Chilliwack,BC,V2P7K4,604 792-1321,http://www.sd33.bc.ca                                                                               ,-121.9454115,49.1556137
33,3333017,Watson Elementary,45305 Watson Rd,Chilliwack                    ,BC             ,V2R 2H5,Mr,Terry,Bateman,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,604 858-9477,604 858-8491,terry_bateman@sd33.bc.ca                                                                            ,438,September 30 2018,0,64,0,0,0,75,71,63,86,79,0,0,0,0,0,0,0,45305 Watson Rd Chilliwack BC V2R 2H5,45305+Watson+Rd+Chilliwack+BC+V2R+2H5,49.112687,-121.970385,2018/19,33,Chilliwack,8430 Cessna Dr,Chilliwack,BC,V2P7K4,604 792-1321,http://www.sd33.bc.ca                                                                               ,-121.9454115,49.1556137
